Subj	Num	Term	Title	Period Code	Instructor	WC	Dist	Xlist	Lang Req	NR Eligible or CT/NC
SART	27	Summer	Printmaking I	2A	Joshua Dannin	N/A	ART	N/A	N/A	N/A
SART	27	Fall	Printmaking I	10A	Tricia Treacy	N/A	ART	N/A	N/A	N/A
SART	27	Winter	Printmaking I	10A	Jennifer Caine	N/A	ART	N/A	N/A	N/A
SART	28	Spring	Printmaking II	2A	Tricia Treacy	N/A	ART	N/A	N/A	N/A
SART	28	Summer	Printmaking II	2A	Joshua Dannin	N/A	ART	N/A	N/A	N/A
SART	28	Fall	Printmaking II	2A	Tricia Treacy	N/A	ART	N/A	N/A	N/A
SART	28	Winter	Printmaking II	10A	Jennifer Caine	N/A	ART	N/A	N/A	N/A
SART	29	Spring	Photography I	10A	Eva O'Leary	N/A	ART	N/A	N/A	N/A
SART	29	Summer	Photography I	10A	Christina Seely	N/A	ART	N/A	N/A	N/A
SART	29	Fall	Photography I	10A	Virginia Beahan	N/A	ART	N/A	N/A	N/A
SART	29	Winter	Photography I	2A	Virginia Beahan	N/A	ART	N/A	N/A	N/A
SART	30	Spring	Photography II	2A	Virginia Beahan	N/A	ART	N/A	N/A	N/A
SART	30	Fall	Photography II	2A	Eva O'Leary	N/A	ART	N/A	N/A	N/A
SART	30	Winter	Photography II	10A	Eva O'Leary	N/A	ART	N/A	N/A	N/A
SART	31	Spring	Painting II	2A	Colleen Randall	N/A	ART	N/A	N/A	N/A
SART	31	Summer	Painting II	2A	Thomas Ferrara	N/A	ART	N/A	N/A	N/A
SART	31	Fall	Painting II	2A	Thomas Ferrara	N/A	ART	N/A	N/A	N/A
SART	31	Winter	Painting II	2A	Jennifer Caine	N/A	ART	N/A	N/A	N/A
SART	65	Spring	Architecture I	10A	Zenovia Toloudi	N/A	ART	N/A	N/A	N/A
SART	65	Spring	Architecture I	2A	Zenovia Toloudi	N/A	ART	N/A	N/A	N/A
SART	65	Summer	Architecture I	10A	John Wilson	N/A	ART	N/A	N/A	N/A
SART	65	Fall	Architecture I	10A	Karolina Kawiaka	N/A	ART	N/A	N/A	N/A
SART	65	Fall	Architecture I	2A	Zenovia Toloudi	N/A	ART	N/A	N/A	N/A
SART	65	Winter	Architecture I	10A	Karolina Kawiaka	N/A	ART	N/A	N/A	N/A
SART	66	Spring	Architecture II	2A	Zenovia Toloudi	N/A	ART	N/A	N/A	N/A
SART	66	Fall	Architecture II	2A	Zenovia Toloudi	N/A	ART	N/A	N/A	N/A
SART	68	Spring	Architecture III	2A	Zenovia Toloudi	N/A	ART	N/A	N/A	N/A
SART	68	Fall	Architecture III	2A	Zenovia Toloudi	N/A	ART	N/A	N/A	N/A
SART	71	Spring	Drawing III	10A	Jennifer Caine	N/A	ART	N/A	N/A	N/A
SART	71	Summer	Drawing III	2A	Viktor Witkowski	N/A	ART	N/A	N/A	N/A
SART	71	Fall	Drawing III	2A	John Wilson	N/A	ART	N/A	N/A	N/A
SART	71	Winter	Drawing III	10A	Viktor Witkowski	N/A	ART	N/A	N/A	N/A
SART	72	Spring	Painting III	2A	Colleen Randall	N/A	ART	N/A	N/A	N/A
SART	72	Summer	Painting III	2A	Thomas Ferrara	N/A	ART	N/A	N/A	N/A
SART	72	Fall	Painting III	2A	Thomas Ferrara	N/A	ART	N/A	N/A	N/A
SART	72	Winter	Painting III	2A	Jennifer Caine	N/A	ART	N/A	N/A	N/A
SART	73	Spring	Sculpture III	10A	Soo Park	N/A	ART	N/A	N/A	N/A
SART	73	Fall	Sculpture III	10A	John Lee	N/A	ART	N/A	N/A	N/A
SART	74	Spring	Printmaking III	2A	Tricia Treacy	N/A	ART	N/A	N/A	N/A
SART	74	Summer	Printmaking III	2A	Joshua Dannin	N/A	ART	N/A	N/A	N/A
SART	74	Fall	Printmaking III	2A	Tricia Treacy	N/A	ART	N/A	N/A	N/A
SART	74	Winter	Printmaking III	10A	Jennifer Caine	N/A	ART	N/A	N/A	N/A
SART	75	Spring	Photography III	2A	Virginia Beahan	N/A	ART	N/A	N/A	N/A
SART	75	Fall	Photography III	2A	Eva O'Leary	N/A	ART	N/A	N/A	N/A
SART	75	Winter	Photography III	10A	Eva O'Leary	N/A	ART	N/A	N/A	N/A
SART	76	Winter	Senior Seminar I	10A	Gerald Auten	N/A	ART	N/A	N/A	N/A
SART	76	Winter	Senior Seminar I	2A	Tricia Treacy	N/A	ART	N/A	N/A	N/A
SART	77	Spring	Senior Seminar II	2A	Soo Park	N/A	ART	N/A	N/A	N/A
SART	77	Spring	Senior Seminar II	10A	Tricia Treacy	N/A	ART	N/A	N/A	N/A
SART	90	Spring	Independent Study	ARR	Jay Hull	N/A	ART	N/A	N/A	N/A
SART	90	Fall	Independent Study	ARR	Jay Hull	N/A	ART	N/A	N/A	N/A
SART	90	Winter	Independent Study	ARR	Tricia Treacy	N/A	ART	N/A	N/A	N/A
SOCY	1	Spring	Introductory Sociology	10	Kimberly Rogers	W	SOC	N/A	N/A	NR Eligible
SOCY	1	Fall	Introductory Sociology	11	Marc Dixon	W	SOC	N/A	N/A	NR Eligible
SOCY	2	Winter	Social Problems	10A	Kristin Smith	W	SOC	N/A	N/A	N/A
SOCY	7.07	Winter	US Social Stratification	10A	Jason Houle	N/A	N/A	N/A	N/A	N/A
SOCY	10	Spring	Quant Analysis Social Data	10A	Kristin Smith	N/A	QDS	N/A	N/A	N/A
SOCY	10	Fall	Quant Analysis Social Data	9L	Gregory Sharp	N/A	QDS	N/A	N/A	N/A
SOCY	10	Fall	Quant Analysis Social Data	2A	Kristin Smith	N/A	QDS	N/A	N/A	N/A
SOCY	11	Spring	Research Methods	10A	Janice McCabe	N/A	SOC	N/A	N/A	N/A
SOCY	11	Fall	Research Methods	10A	Janice McCabe	N/A	SOC	N/A	N/A	N/A
SOCY	11	Winter	Research Methods	10A	Kimberly Rogers	N/A	SOC	N/A	N/A	N/A
SOCY	15	Fall	Sociological Classics	2	Marc Dixon	N/A	TMV	N/A	N/A	N/A
SOCY	27	Fall	Organizations in Society	10A	Brooke Harrington	W	SOC	N/A	N/A	NR Eligible
SOCY	31	Winter	Youth and Society	10A	Janice McCabe	CI	SOC	N/A	N/A	N/A
SOCY	34	Winter	Health Disparities	2A	Gregory Sharp	N/A	SOC	N/A	N/A	NR Eligible
SOCY	35	Fall	Sociology of Mental Health	2	Jason Houle	N/A	SOC	N/A	N/A	N/A
SOCY	38	Spring	Status/Power in Social Int	12	Kimberly Rogers	CI	SOC	N/A	N/A	NR Eligible
SOCY	38	Winter	Status/Power in Social Int	2A	Kimberly Rogers	CI	SOC	N/A	N/A	NR Eligible
SOCY	42	Spring	Racism in Asian America	10	Emily Walton	CI	SOC	N/A	N/A	N/A
SOCY	43	Summer	Latino Roots & Transitions	10A	Christina Gomez	CI	SOC	ANTH 12.19 01, LATS 044 01	N/A	NR Eligible
SOCY	47	Winter	Race & Ethnicity in the US	10	Emily Walton	W	SOC	N/A	N/A	NR Eligible
SOCY	48	Spring	Immigration,Race&Ethnicity	10A	Richard Wright	CI	SOC	GEOG 028 01, LATS 040 01	N/A	NR Eligible
SOCY	48	Fall	Immigration,Race&Ethnicity	2	Sunmin Kim	CI	SOC	LATS 040 01	N/A	N/A
SOCY	49.22	Fall	Social Justice and the City	10	Erin Collins	CI	SOC	GEOG 025 01, WGSS 37.03 01	N/A	N/A
SOCY	49.25	Summer	Jews and Race	2A	Eli Rosenblatt	W	INT or TMV	AAAS 65.06 01, JWST 013 01	N/A	N/A
SOCY	49.25	Fall	Jews and Race	10A	Shaul Magid	W	INT or TMV	AAAS 65.06 01, JWST 013 01	N/A	N/A
SOCY	49.26	Spring	Markets and Their Critics	2	Henry Clark	N/A	INT or SOC	GOVT 20.10 01	N/A	N/A
SOCY	49.27	Spring	Feminist Sociology	3B	Carolyn Choi	NW	INT or SOC	WGSS 66.16 01	N/A	N/A
SOCY	54	Fall	Quant Data & Causal Models	10	Jason Houle	N/A	QDS	QSS 054 01	N/A	N/A
SOCY	56	Winter	Sociology of Gender	2A	Janice McCabe	N/A	SOC	WGSS 34.04 01	N/A	NR Eligible
SOCY	66	Summer	Markets and Management	2	Brooke Harrington	W	SOC	N/A	N/A	NR Eligible
SOCY	69	Spring	Sociology of Globalization	10A	Sujin Eom	N/A	INT or SOC	N/A	N/A	NR Eligible
SOCY	70	Winter	American Labor Relations	11	Marc Dixon	W	SOC	N/A	N/A	NR Eligible
SOCY	72	Spring	Critical Community Socy	2	Emily Walton	W	SOC	N/A	N/A	N/A
SOCY	73	Fall	Economic Socy Tax to Fraud	2A	Brooke Harrington	N/A	SOC	N/A	N/A	N/A
SOCY	74	Summer	Professional, Policy & Prac	2A	Brooke Harrington	N/A	SOC	N/A	N/A	N/A
SOCY	75	Fall	Neighborhoods and Health	11	Gregory Sharp	N/A	SOC	N/A	N/A	N/A
SOCY	76	Winter	Race, Power, and Politics	10A	Sunmin Kim	W	SOC	N/A	N/A	N/A
SOCY	80	Spring	Independent Study	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	80	Summer	Independent Study	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	80	Fall	Independent Study	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	80	Winter	Independent Study	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	90	Spring	Senior Ind Study Project	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	90	Summer	Senior Ind Study Project	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	90	Fall	Senior Ind Study Project	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	90	Winter	Senior Ind Study Project	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	91	Spring	Sociological Imagination	2A	Deborah King	W	SOC	N/A	N/A	N/A
SOCY	91	Winter	Sociological Imagination	2A	Jason Houle	W	SOC	N/A	N/A	N/A
SOCY	98	Spring	Honors Thesis I	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	98	Summer	Honors Thesis I	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	98	Fall	Honors Thesis I	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	98	Winter	Honors Thesis I	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	99	Spring	Honors Thesis II	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	99	Summer	Honors Thesis II	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	99	Fall	Honors Thesis II	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SOCY	99	Winter	Honors Thesis II	ARR	Marc Dixon	N/A	N/A	N/A	N/A	N/A
SPAN	1	Spring	Spanish I	9S	Paloma Asensio	N/A	N/A	N/A	N/A	N/A
SPAN	1	Spring	Spanish I	11	Douglas Moody	N/A	N/A	N/A	N/A	N/A
SPAN	1	Fall	Spanish I	9S	James Citron	N/A	N/A	N/A	N/A	N/A
SPAN	1	Fall	Spanish I	10	Paloma Asensio	N/A	N/A	N/A	N/A	N/A
SPAN	1	Fall	Spanish I	11	Gema Mayo-Prada	N/A	N/A	N/A	N/A	N/A
SPAN	1	Fall	Spanish I	12	Gema Mayo-Prada	N/A	N/A	N/A	N/A	N/A
SPAN	1	Fall	Spanish I	11	Maria Elena Gonzalez Borgaro	N/A	N/A	N/A	N/A	N/A
SPAN	1	Fall	Spanish I	12	Maria Elena Gonzalez Borgaro	N/A	N/A	N/A	N/A	N/A
SPAN	1	Winter	Spanish I	9S	Maria Elena Gonzalez Borgaro	N/A	N/A	N/A	N/A	N/A
SPAN	1	Winter	Spanish I	10	Samuel Carter	N/A	N/A	N/A	N/A	N/A
SPAN	1	Winter	Spanish I	11	Natalia Monetti	N/A	N/A	N/A	N/A	N/A
SPAN	2	Spring	Spanish II	10	James Citron	N/A	N/A	N/A	N/A	N/A
SPAN	2	Spring	Spanish II	11	Natalia Monetti	N/A	N/A	N/A	N/A	N/A
SPAN	2	Spring	Spanish II	12	Natalia Monetti	N/A	N/A	N/A	N/A	N/A
SPAN	2	Spring	Spanish II	9S	Kianny Antigua	N/A	N/A	N/A	N/A	N/A
SPAN	2	Fall	Spanish II	9S	Irasema Saucedo	N/A	N/A	N/A	N/A	N/A
SPAN	2	Fall	Spanish II	10	Irasema Saucedo	N/A	N/A	N/A	N/A	N/A
SPAN	2	Fall	Spanish II	11	Natalia Monetti	N/A	N/A	N/A	N/A	N/A
SPAN	2	Fall	Spanish II	12	Natalia Monetti	N/A	N/A	N/A	N/A	N/A
SPAN	2	Fall	Spanish II	11	Douglas Moody	N/A	N/A	N/A	N/A	N/A
SPAN	2	Fall	Spanish II	12	Maria De Greiff	N/A	N/A	N/A	N/A	N/A
SPAN	2	Winter	Spanish II	9S	Paloma Asensio	N/A	N/A	N/A	N/A	N/A
SPAN	2	Winter	Spanish II	10	James Citron	N/A	N/A	N/A	N/A	N/A
SPAN	2	Winter	Spanish II	11	Kianny Antigua	N/A	N/A	N/A	N/A	N/A
SPAN	2	Winter	Spanish II	12	Kianny Antigua	N/A	N/A	N/A	N/A	N/A
SPAN	2	Winter	Spanish II	11	Gema Mayo-Prada	N/A	N/A	N/A	N/A	N/A
SPAN	2	Winter	Spanish II	12	Gema Mayo-Prada	N/A	N/A	N/A	N/A	N/A
SPAN	3	Spring	Spanish III	9S	Rosa Matorras	N/A	N/A	N/A	N/A	N/A
SPAN	3	Spring	Spanish III	10	Rosa Matorras	N/A	N/A	N/A	N/A	N/A
SPAN	3	Spring	Spanish III	11	Gema Mayo-Prada	N/A	N/A	N/A	N/A	N/A
SPAN	3	Spring	Spanish III	12	Irasema Saucedo	N/A	N/A	N/A	N/A	N/A
SPAN	3	Spring	Spanish III	9S	Gema Mayo-Prada	N/A	N/A	N/A	N/A	N/A
SPAN	3	Spring	Spanish III	9S	Irasema Saucedo	N/A	N/A	N/A	N/A	N/A
SPAN	3	Spring	Spanish III	2	Paul Carranza	N/A	N/A	N/A	N/A	N/A
SPAN	3	Spring	Spanish III	LS	Beatriz Pastor	N/A	N/A	N/A	N/A	N/A
SPAN	3	Spring	Spanish III	LS	Sebastian Diaz, Noelia Cirnigliaro	N/A	N/A	N/A	N/A	N/A
SPAN	3	Summer	Spanish III	10	Kianny Antigua	N/A	N/A	N/A	N/A	N/A
SPAN	3	Summer	Spanish III	9S	Kianny Antigua	N/A	N/A	N/A	N/A	N/A
SPAN	3	Summer	Spanish III	LS	Sara Munoz Muriana	N/A	N/A	N/A	N/A	N/A
SPAN	3	Fall	Spanish III	9S	Rosa Matorras	N/A	N/A	N/A	N/A	N/A
SPAN	3	Fall	Spanish III	10	Rosa Matorras	N/A	N/A	N/A	N/A	N/A
SPAN	3	Fall	Spanish III	11	Paul Carranza	N/A	N/A	N/A	N/A	N/A
SPAN	3	Fall	Spanish III	12	Paul Carranza	N/A	N/A	N/A	N/A	N/A
SPAN	3	Fall	Spanish III	9S	Maria De Greiff	N/A	N/A	N/A	N/A	N/A
SPAN	3	Winter	Spanish III	9S	Irasema Saucedo	N/A	N/A	N/A	N/A	N/A
SPAN	3	Winter	Spanish III	10	Irasema Saucedo	N/A	N/A	N/A	N/A	N/A
SPAN	3	Winter	Spanish III	11	Rosa Matorras	N/A	N/A	N/A	N/A	N/A
SPAN	3	Winter	Spanish III	12	Rosa Matorras	N/A	N/A	N/A	N/A	N/A
SPAN	5.01	Spring	LSA Barcelona I	LS	Beatriz Pastor	W	N/A	N/A	N/A	N/A
SPAN	5.02	Spring	LSA Buenos Aires I	LS	Noelia Cirnigliaro, Sebastian Diaz	NW	N/A	N/A	N/A	N/A
SPAN	5.03	Summer	LSA Santander I	LS	Sara Munoz Muriana	W	N/A	N/A	N/A	N/A
SPAN	6.01	Spring	LSA Barcelona II	LS	Beatriz Pastor	W	LIT	N/A	N/A	N/A
SPAN	6.02	Spring	LSA Buenos Aires II	LS	Noelia Cirnigliaro, Sebastian Diaz	NW	LIT	N/A	N/A	N/A
SPAN	6.03	Summer	LSA Santander II	LS	Sara Munoz Muriana	W	LIT	N/A	N/A	N/A
SPAN	7.08	Spring	Cognitive Don Quixote	12	Paul Carranza	N/A	N/A	N/A	N/A	N/A
SPAN	7.08	Winter	Cognitive Don Quixote	10	Paul Carranza	N/A	N/A	N/A	N/A	N/A
SPAN	9	Spring	Culture and Conversation	12	Paloma Asensio	N/A	N/A	N/A	N/A	N/A
SPAN	9	Spring	Culture and Conversation	11	Joseph Aguado	N/A	N/A	N/A	N/A	N/A
SPAN	9	Summer	Culture and Conversation	10	Joseph Aguado	N/A	N/A	N/A	N/A	N/A
SPAN	9	Summer	Culture and Conversation	12	Sebastian Diaz	N/A	N/A	N/A	N/A	N/A
SPAN	9	Fall	Culture and Conversation	11	Sara Munoz Muriana	N/A	N/A	N/A	LADV	N/A
SPAN	9	Fall	Culture and Conversation	10	Roberto Rey Agudo	N/A	N/A	N/A	LADV	N/A
SPAN	9	Fall	Culture and Conversation	12	Roberto Rey Agudo	N/A	N/A	N/A	LADV	N/A
SPAN	9	Fall	Culture and Conversation	9S	Paloma Asensio	N/A	N/A	N/A	LADV	N/A
SPAN	9	Winter	Culture and Conversation	10	Jorge Quintana-Navarrete	N/A	N/A	N/A	LADV	N/A
SPAN	9	Winter	Culture and Conversation	11	Jorge Quintana-Navarrete	N/A	N/A	N/A	LADV	N/A
SPAN	20	Spring	Writ&Read Critical&Cltr App	11	Jose del Pino	N/A	LIT	N/A	N/A	N/A
SPAN	20	Spring	Writ&Read Critical&Cltr App	12	Joseph Aguado	N/A	LIT	N/A	N/A	N/A
SPAN	20	Fall	Writ&Read Critical&Cltr App	10	Jorge Quintana-Navarrete	N/A	LIT	N/A	LADV	N/A
SPAN	20	Fall	Writ&Read Critical&Cltr App	11	Isabel Lozano-Renieblas	N/A	LIT	N/A	LADV	N/A
SPAN	20	Fall	Writ&Read Critical&Cltr App	12	Isabel Lozano-Renieblas	N/A	LIT	N/A	LADV	N/A
SPAN	20	Fall	Writ&Read Critical&Cltr App	LS	Analola Santana	N/A	LIT	N/A	LADV	N/A
SPAN	20	Winter	Writ&Read Critical&Cltr App	12	Antonio Gomez	N/A	LIT	N/A	LADV	N/A
SPAN	20	Winter	Writ&Read Critical&Cltr App	11	Noelia Cirnigliaro	N/A	LIT	N/A	LADV	N/A
SPAN	20	Winter	Writ&Read Critical&Cltr App	LS	Isabel Lozano-Renieblas	N/A	LIT	N/A	LADV	N/A
SPAN	20	Winter	Writ&Read Critical&Cltr App	LS	Beatriz Pastor	N/A	LIT	N/A	LADV	N/A
SPAN	21	Fall	DebatesArgentineCulture	LS	Analola Santana	NW	SOC	N/A	N/A	N/A
SPAN	22	Winter	Spanish Cltr&ArtisticPrdctn	LS	Isabel Lozano-Renieblas	W	ART	N/A	N/A	N/A
SPAN	22	Winter	Spanish Cltr&ArtisticPrdctn	LS	Beatriz Pastor	W	ART	N/A	N/A	N/A
SPAN	23	Spring	Argentine Culture:ContmpryI	FS	Sebastian Diaz	NW	ART	N/A	N/A	N/A
SPAN	24	Fall	Spanish Cultural Heritage	FS	Annabel Martin	W	ART	N/A	N/A	N/A
SPAN	30	Spring	Intro Hispanic Studies I	11	Isabel Lozano-Renieblas	W	LIT	N/A	N/A	N/A
SPAN	31	Winter	Intro Hispanic Lit II	12	Sebastian Diaz	W	LIT	N/A	N/A	N/A
SPAN	31	Winter	Intro Hispanic Lit II	2	Sebastian Diaz	W	LIT	N/A	N/A	N/A
SPAN	32	Fall	Intro Hisp. St. III:20-21 C	12	Jose del Pino	W	LIT	N/A	N/A	N/A
SPAN	32	Fall	Intro Hisp. St. III:20-21 C	LS	Analola Santana	W	LIT	N/A	N/A	N/A
SPAN	32	Winter	Intro Hisp. St. III:20-21 C	LS	Isabel Lozano-Renieblas	W	LIT	N/A	N/A	N/A
SPAN	32	Winter	Intro Hisp. St. III:20-21 C	LS	Beatriz Pastor	W	LIT	N/A	N/A	N/A
SPAN	33	Spring	Argentine Civilization	FS	Sebastian Diaz	NW	SOC	N/A	N/A	N/A
SPAN	34	Fall	Society,Culture & Pol-Spain	FS	Annabel Martin	W	SOC	N/A	N/A	N/A
SPAN	35	Spring	Studies Span-Am Lit&Culture	FS	Sebastian Diaz	NW	LIT	N/A	N/A	N/A
SPAN	36	Fall	StudiesContempSpanLitCult	FS	Annabel Martin	W	LIT	N/A	N/A	N/A
SPAN	40.07	Spring	Dark Mirror	12	Jose del Pino	W	LIT	N/A	N/A	N/A
SPAN	50.01	Winter	Machos and Malinches	2	Israel Reyes	CI	LIT	N/A	N/A	N/A
SPAN	50.05	Summer	EroticismLoveSensinHispFilm	11	Joseph Aguado	W	ART	WGSS 66.19 01	N/A	N/A
SPAN	55.04	Spring	Humor&PltcsLatAmLitFilmCult	10	Israel Reyes	NW	LIT	N/A	N/A	N/A
SPAN	63.08	Fall	ManyFacesofBrazilianCinema	2A	Rodolfo Franconi	NW	ART	PORT 63.08 01	N/A	N/A
SPAN	63.11	Winter	BloodCinSpanMovies1926-2019	11	Antonio Gomez	W	ART	N/A	N/A	N/A
SPAN	63.12	Winter	GotLasMeninas?SpanVisCult	10	Noelia Cirnigliaro	W	ART	N/A	N/A	N/A
SPAN	65.11	Summer	Archives in Unequal World	10A	Silvia Spitta, Barbara Goebel	NW	LIT	N/A	N/A	N/A
SPAN	65.12	Fall	Reading Spain with Goya	10	Sara Munoz Muriana	W	LIT	N/A	N/A	N/A
SPAN	65.15	Spring	Cameras and Crisis	3A	Martina Broner Szychowski	NW	ART	N/A	N/A	N/A
SPAN	70.02	Fall	100 Years of Solitude	11	Beatriz Pastor	NW	LIT	N/A	N/A	N/A
SPAN	73.04	Spring	Todo Borges	11	Antonio Gomez	NW	INT or LIT	N/A	N/A	N/A
SPAN	73.09	Fall	GeorgeTicknor:DartHispanist	10	Jose del Pino	N/A	N/A	N/A	N/A	N/A
SPAN	73.11	Summer	Obscene Images Lat. America	10	Sebastian Diaz	NW	ART	N/A	N/A	N/A
SPAN	80.23	Spring	BasqueTerrorismandtheArts	12	Annabel Martin	W	LIT	N/A	N/A	N/A
SPAN	80.25	Winter	Picturing End Extract LatAm	12	Martina Broner Szychowski	N/A	ART	N/A	N/A	N/A
SPAN	83	Spring	Independ Reading & Research	ARR	Isabel Lozano-Renieblas	N/A	N/A	N/A	N/A	N/A
SPAN	83	Spring	Independ Reading & Research	ARR	Noelia Cirnigliaro	N/A	N/A	N/A	N/A	N/A
SPAN	91	Spring	Honors Seminar	ARR	Isabel Lozano-Renieblas	N/A	N/A	N/A	N/A	N/A
SPEE	20.01	Spring	Public Speaking	2A	Joshua Compton	N/A	ART	N/A	N/A	N/A
SPEE	20.01	Fall	Public Speaking	2A	Joshua Compton	N/A	ART	N/A	N/A	N/A
SPEE	20.01	Winter	Public Speaking	10A	Svetlana Grushina	N/A	ART	N/A	N/A	N/A
SPEE	20.02	Fall	Public Speaking	10A	Svetlana Grushina	N/A	ART	N/A	N/A	N/A
SPEE	20.02	Winter	Public Speaking	3B	Svetlana Grushina	N/A	ART	N/A	N/A	N/A
SPEE	20.03	Spring	Public Speaking	10A	Darlene Drummond	N/A	ART	N/A	N/A	N/A
SPEE	20.03	Fall	Public Speaking	3B	Svetlana Grushina	N/A	ART	N/A	N/A	N/A
SPEE	20.03	Winter	Public Speaking	2A	Darlene Drummond	N/A	ART	N/A	N/A	N/A
SPEE	25	Spring	Persuasive Speaking	10A	Joshua Compton	N/A	ART	N/A	N/A	N/A
SPEE	34	Fall	Image Rhetoric	10A	Joshua Compton	N/A	SOC	N/A	N/A	N/A
SPEE	37	Winter	Health Communication	10A	Darlene Drummond	N/A	SOC	N/A	N/A	N/A
SPEE	80	Winter	Independent Research	ARR	Joshua Compton	N/A	N/A	N/A	N/A	N/A
THEA	7.01	Spring	Theater for Social Change	11	Mara Sabinson	N/A	N/A	N/A	N/A	N/A
THEA	7.01	Spring	Theater for Social Change	2	Mara Sabinson	N/A	N/A	N/A	N/A	N/A
THEA	10.08	Spring	Creativity & Collaboration	10A	Melinda Evans, Daniel Kotlowitz	N/A	ART	N/A	N/A	NR Eligible
THEA	10.45	Summer	Arab Theatre	10A	Eman Morsi	NW	ART	MES 81.01 01	N/A	N/A
THEA	10.57	Summer	Dance Theatre of Harlem	3B	John Heginbotham, Monica Ndounou	CI	ART	N/A	N/A	N/A
THEA	10.68	Winter	Staging Rebellion	2	Analola Santana	NW	ART	N/A	N/A	N/A
THEA	10.71	Spring	Plays OnStage: Acting Com	ARR	James Horton	N/A	ART	N/A	N/A	N/A
THEA	10.84	Spring	Performing Histories & Us	2A	Monica Ndounou	CI	ART	AAAS 31.80 01, FILM 47.33 01	N/A	N/A
THEA	15	Fall	Theatre & Society I	2	Laura Edmondson	W	INT or ART	N/A	N/A	N/A
THEA	16	Winter	Theatre & Society II	11	Analola Santana	W	INT or ART	N/A	N/A	N/A
THEA	17	Spring	Theater and Society III	10A	Monica Ndounou	W	INT or ART	N/A	N/A	NR Eligible
THEA	21	Spring	Race, Gender & Performance	3A	Laura Edmondson	CI	ART	WGSS 59.04 01	N/A	NR Eligible
THEA	24	Fall	Asian Performance	2A	Woon-Ping Chin	NW	ART	ASCL 70.07 01	N/A	N/A
THEA	26	Fall	Movement Fundamentals I	2A	Keith Coughlin	N/A	ART	N/A	N/A	N/A
THEA	27	Spring	Movement Fundamentals II	2A	Keith Coughlin	N/A	ART	N/A	N/A	NR Eligible
THEA	28	Winter	Dance Composition	ARR	Rebecca Stenn	N/A	ART	N/A	N/A	NR Eligible
THEA	29	Spring	Dance Theater Performance	ARR	Rebecca Stenn, Trebien Pollard	N/A	ART	N/A	N/A	NR Eligible
THEA	30	Spring	Acting I	10A	Timothy Hackett	N/A	ART	N/A	N/A	N/A
THEA	30	Spring	Acting I	3A	Myxolydia Tyler	N/A	ART	N/A	N/A	N/A
THEA	30	Fall	Acting I	10A	Keith Coughlin	N/A	ART	N/A	N/A	N/A
THEA	30	Fall	Acting I	10A	Shirley Finney	N/A	ART	N/A	N/A	N/A
THEA	30	Fall	Acting I	2A	Christian Kohn	N/A	ART	N/A	N/A	N/A
THEA	30	Winter	Acting I	2A	Christian Kohn	N/A	ART	N/A	N/A	N/A
THEA	30	Winter	Acting I	10A		N/A	ART	N/A	N/A	N/A
THEA	31	Winter	Acting II	10A	Timothy Hackett, Keith Coughlin	N/A	ART	N/A	N/A	N/A
THEA	35	Winter	Acting for Musical Theater	3A	Carol Dunne	N/A	ART	N/A	N/A	N/A
THEA	36	Spring	Voice for the Stage	10A	James Rice	N/A	ART	N/A	N/A	N/A
THEA	40	Spring	Technical Production	11	Brianna Parry	N/A	ART	N/A	N/A	N/A
THEA	40	Fall	Technical Production	11	Brianna Parry	N/A	ART	N/A	N/A	N/A
THEA	40	Winter	Technical Production	11	Brianna Parry	N/A	ART	N/A	N/A	N/A
THEA	41	Fall	Stage Management	3A	Kathleen Cunneen	N/A	ART	N/A	N/A	NR Eligible
THEA	44	Fall	Lighting Design	11	Daniel Kotlowitz	N/A	ART	N/A	N/A	N/A
THEA	48	Spring	Costume Design	10	Laurie Churba	W	ART	N/A	N/A	N/A
THEA	50	Fall	Playwriting I	10	Liliana Padilla	N/A	ART	N/A	N/A	N/A
THEA	51	Fall	Playwriting II	ARR	Liliana Padilla	N/A	ART	N/A	N/A	N/A
THEA	54	Spring	Directing	2A	Timothy Hackett	N/A	ART	N/A	N/A	N/A
THEA	60	Summer	Classical Performance I	FS	Michael Ganio	N/A	N/A	N/A	N/A	CT/NC
THEA	61	Summer	Classical Performance II	FS	Michael Ganio	N/A	N/A	N/A	N/A	CT/NC
